47.78,NEGATIVE,Testing latency for repeated query,2025-03-16T08:23:19.503374
54.17,NEGATIVE,Testing latency for repeated query,2025-03-16T08:23:19.603152
50.15,NEGATIVE,Testing latency for repeated query,2025-03-16T08:23:19.696386
69.40,NEGATIVE,Testing latency for repeated query,2025-03-16T08:23:19.806515
42.20,NEGATIVE,Testing latency for repeated query,2025-03-16T08:23:19.901768
29.79,NEGATIVE,Testing latency for repeated query,2025-03-16T08:23:19.965168
45.49,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.045763
41.05,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.119334
32.09,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.185027
29.28,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.246131
30.34,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.307817
34.08,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.377172
31.17,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.439832
55.39,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.539522
48.17,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.628865
30.71,NEGATIVE,Another latency measurement for consistency check,2025-03-16T08:23:20.693802
31.12,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:20.759257
29.64,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:20.821817
30.61,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:20.884555
32.12,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:20.946662
29.99,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:21.009412
32.80,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:21.083184
30.15,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:21.152416
28.26,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:21.216147
29.32,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:21.277429
29.15,NEGATIVE,Measuring latency under slightly different input,2025-03-16T08:23:21.338830
35.20,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.406813
35.94,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.474713
32.37,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.540176
33.41,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.606424
40.61,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.680694
31.23,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.748162
31.59,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.811822
33.79,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.876845
34.23,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:21.943067
35.60,NEGATIVE,Latency test with input variation number ${i},2025-03-16T08:23:22.011414
34.02,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.096520
82.62,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.221868
57.72,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.319633
31.15,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.390516
32.99,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.455361
32.67,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.520082
29.50,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.583429
31.10,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.650098
35.17,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.724006
34.43,NEGATIVE,Run ${i} of latency measurement series,2025-03-16T08:23:22.790611
103.95,NEGATIVE,This is a very long sentence designed to test the latency impact of input text length on the LLM inference service We are exploring how the length of the input affects the processing time and overall performance This paragraph is intentionally extended to simulate scenarios where the model needs to handle more substantial amounts of textual data for sentiment analysis We will analyze the latency measurements for these long inputs in comparison to shorter sentences to determine if there is a significant correlation between input length and inference time  Understanding this relationship is crucial for optimizing the service and predicting performance under varying workloads,2025-03-16T08:23:22.934302
35.30,NEGATIVE,This movie felt like the inside of my head,2025-03-16T08:23:23.000255
30.74,NEGATIVE,Bad cheesy acting dumb ending,2025-03-16T08:23:23.062431
29.80,NEGATIVE,Plot is interesting but its not even worth a watch,2025-03-16T08:23:23.138509
30.82,NEGATIVE,It was so terribly made,2025-03-16T08:23:23.203504
30.64,NEGATIVE,Nothing is explained,2025-03-16T08:23:23.270499
35.15,NEGATIVE,The whole journey is pointless,2025-03-16T08:23:23.337806
32.21,POSITIVE,Never seen anyone miss the point so bad,2025-03-16T08:23:23.405296
35.93,NEGATIVE,It was almost admirable how bad they missed it,2025-03-16T08:23:23.473381
32.16,POSITIVE,A movie that has terrible reviews but you enjoy anyway,2025-03-16T08:23:23.537901
33.60,NEGATIVE,What popular film do you think is a complete waste of time,2025-03-16T08:23:23.603803
35.15,NEGATIVE,A movie so terrible you would never waste your time again,2025-03-16T08:23:23.674177
31.67,NEGATIVE,What movie do you think is horrible and overrated,2025-03-16T08:23:23.752306
45.59,NEGATIVE,When I love a movie so much and see negative reviews,2025-03-16T08:23:23.830411
48.11,NEGATIVE,I stop liking it,2025-03-16T08:23:23.937217
53.40,NEGATIVE,Start to feel as if its mediocre,2025-03-16T08:23:24.032015
55.92,NEGATIVE,How do I stop this,2025-03-16T08:23:24.142098
33.50,NEGATIVE,What puts you in a terrible mood,2025-03-16T08:23:24.215991
29.21,NEGATIVE,Its something as non essential,2025-03-16T08:23:24.278790
32.91,NEGATIVE,Actually a horrible explanation,2025-03-16T08:23:24.345021
33.45,NEGATIVE,Felt like the inside of my head,2025-03-16T08:23:24.412381
33.79,NEGATIVE,World of non stop news most of it bad,2025-03-16T08:23:24.479428
29.06,NEGATIVE,How is a person like me,2025-03-16T08:23:24.543515
27.91,NEGATIVE,Trouble understanding everything,2025-03-16T08:23:24.602899
24.81,NEGATIVE,Bad acting,2025-03-16T08:23:24.662440
26.04,NEGATIVE,Dumb ending,2025-03-16T08:23:24.723237
28.08,NEGATIVE,Terribly made,2025-03-16T08:23:24.783734
28.86,NEGATIVE,Not even worth a watch,2025-03-16T08:23:24.844008
26.14,NEGATIVE,Nothing explained,2025-03-16T08:23:24.902071
25.84,NEGATIVE,Pointless journey,2025-03-16T08:23:24.960248
28.73,NEGATIVE,Missed the point so bad,2025-03-16T08:23:25.020581
30.49,NEGATIVE,Almost admirable how bad,2025-03-16T08:23:25.082913
36.67,POSITIVE,Terrible reviews but you enjoy anyway,2025-03-16T08:23:25.163359
36.96,POSITIVE,I absolutely promise not to waste your time,2025-03-16T08:23:25.236157
39.88,POSITIVE,Piece them together with commentary,2025-03-16T08:23:25.309778
47.40,POSITIVE,Make my full reviews here on Medium,2025-03-16T08:23:25.388914
36.99,NEGATIVE,Before they go anywhere else,2025-03-16T08:23:25.458588
57.90,POSITIVE,Enjoyed every minute,2025-03-16T08:23:25.560114
47.32,POSITIVE,Exceeded my expectations,2025-03-16T08:23:25.652270
78.60,POSITIVE,Incredibly friendly and helpful staff,2025-03-16T08:23:25.776700
39.23,POSITIVE,Highly recommend it to everyone,2025-03-16T08:23:25.859173
33.64,POSITIVE,Truly wonderful experience,2025-03-16T08:23:25.930403
31.15,POSITIVE,Extremely satisfied with my purchase,2025-03-16T08:23:25.998958
27.75,POSITIVE,Great value for money,2025-03-16T08:23:26.061135
31.85,POSITIVE,Definitely be returning,2025-03-16T08:23:26.128060
32.00,POSITIVE,Top notch overall experience,2025-03-16T08:23:26.203503
26.01,POSITIVE,Truly exceptional work,2025-03-16T08:23:26.262823
28.14,NEGATIVE,Regretted wasting my time watching it,2025-03-16T08:23:26.324302
28.23,POSITIVE,Far below my expectations,2025-03-16T08:23:26.384944
27.00,NEGATIVE,Awful food rude staff,2025-03-16T08:23:26.443902
30.63,NEGATIVE,Terrible experience all around,2025-03-16T08:23:26.506878
26.52,NEGATIVE,Complete waste of money,2025-03-16T08:23:26.568628
28.77,NEGATIVE,Do not buy it,2025-03-16T08:23:26.629723
29.32,NEGATIVE,Extremely poor quality,2025-03-16T08:23:26.691596
28.79,NEGATIVE,Disaster from beginning to end,2025-03-16T08:23:26.753430
28.52,NEGATIVE,Awful and frustrating,2025-03-16T08:23:26.813686
26.54,NEGATIVE,Extremely dissatisfied,2025-03-16T08:23:26.873946
26.51,NEGATIVE,Never purchase again,2025-03-16T08:23:26.933604
27.59,NEGATIVE,Terrible quality outrageous price,2025-03-16T08:23:26.993442
27.44,NEGATIVE,No value for money,2025-03-16T08:23:27.054943
35.54,NEGATIVE,Strongly advise everyone to avoid,2025-03-16T08:23:27.120683
41.84,NEGATIVE,Unpleasant atmosphere,2025-03-16T08:23:27.193691
27.14,NEGATIVE,Incredibly disappointing experience,2025-03-16T08:23:27.251923
28.33,NEGATIVE,Completely unacceptable work,2025-03-16T08:23:27.311646
26.93,NEGATIVE,Unprofessional result,2025-03-16T08:23:27.369381
46.54,NEGATIVE,While the visuals were stunning the story just didnt grab me at all,2025-03-16T08:23:27.448465
40.33,NEGATIVE,I wanted to love this film but it ended up being quite a letdown in the end,2025-03-16T08:23:27.521889
38.73,NEGATIVE,Despite the hype I found it to be rather mediocre and forgettable to be honest,2025-03-16T08:23:27.597905
75.34,NEGATIVE,The plot was all over the place and the characters felt very underdeveloped,2025-03-16T08:23:27.706496
63.20,NEGATIVE,I went in with high expectations but left feeling utterly disappointed and bored,2025-03-16T08:23:27.821494
62.04,NEGATIVE,Honestly I struggled to stay awake through most of it it was that dull,2025-03-16T08:23:27.928533
35.45,NEGATIVE,The acting was wooden and the dialogue was incredibly cliched and predictable,2025-03-16T08:23:28.006660
39.56,NEGATIVE,I wouldnt recommend this movie to anyone unless you are looking for something to put you to sleep,2025-03-16T08:23:28.078804
41.99,NEGATIVE,A complete waste of time and money I wish I had chosen to watch something else,2025-03-16T08:23:28.153735
50.18,POSITIVE,If you are considering watching this just dont You will thank me later for saving you the trouble,2025-03-16T08:23:28.249323
33.72,NEGATIVE,It had its moments but overall it was just okay nothing special,2025-03-16T08:23:28.314977
36.94,NEGATIVE,Parts of it were good but other parts were quite confusing and dragged on,2025-03-16T08:23:28.384189
50.21,NEGATIVE,I can see why some people liked it but it wasnt really my cup of tea,2025-03-16T08:23:28.465808
37.20,NEGATIVE,Its not the worst movie Ive seen but definitely not the best either somewhere in the middle,2025-03-16T08:23:28.537996
34.15,NEGATIVE,There were some interesting ideas but the execution was lacking and inconsistent,2025-03-16T08:23:28.603489
37.25,NEGATIVE,It had potential but it didnt quite live up to it which is a shame,2025-03-16T08:23:28.675742
38.15,POSITIVE,Its a mixed bag some good aspects some not so good ultimately average,2025-03-16T08:23:28.746712
36.45,POSITIVE,Not terrible but not great either just a very okay movie if you have nothing else to watch,2025-03-16T08:23:28.816527
39.72,NEGATIVE,Its watchable but dont expect to be blown away or remember it for very long,2025-03-16T08:23:28.888386
44.61,NEGATIVE,If you are really bored maybe give it a try otherwise you are not missing much really,2025-03-16T08:23:28.970048
33.97,NEGATIVE,The movie just left me feeling empty you know,2025-03-16T08:23:29.036081
34.34,NEGATIVE,Honestly I was expecting so much more from this film,2025-03-16T08:23:29.103496
32.69,NEGATIVE,What a waste of a perfectly good evening seriously,2025-03-16T08:23:29.169715
54.13,NEGATIVE,I am still trying to figure out what the point of this movie even was,2025-03-16T08:23:29.258852
36.59,NEGATIVE,If I could get those two hours of my life back I would in a heartbeat,2025-03-16T08:23:29.328305
34.03,NEGATIVE,Seriously dont believe the hype its really not worth it trust me,2025-03-16T08:23:29.393989
37.04,NEGATIVE,I am actually kind of annoyed that I spent money on this to be honest,2025-03-16T08:23:29.463562
39.75,NEGATIVE,They really dropped the ball with this one what a disappointment truly,2025-03-16T08:23:29.534933
42.69,NEGATIVE,My expectations were low and somehow it still managed to disappoint me impressive,2025-03-16T08:23:29.608706
42.76,NEGATIVE,I am not even sure how this movie got made it was just so bad on so many levels wow,2025-03-16T08:23:29.685970
